#class tools::wcsv::ntuple
#title Aggregated per-config readout
#separator 44
#vector_separator 59
#column double e0_keV
#column double e1_keV
#column double e2_keV
#column double e3_keV
#column double e4_keV
#column double e5_keV
#column double e6_keV
#column double e7_keV
#column double e8_keV
#column double c0_b0
#column double c0_b1
#column double c1_b0
#column double c1_b1
#column double c2_b0
#column double c2_b1
#column double c3_b0
#column double c3_b1
#column double c4_b0
#column double c4_b1
#column double c5_b0
#column double c5_b1
#column double c6_b0
#column double c6_b1
#column double c7_b0
#column double c7_b1
#column double c8_b0
#column double c8_b1
#column double angle_deg
#column double dist_cm
#column int nEvents
13309.5,54927.6,1.72945e+06,18387.1,151017,4320.59,0,0,0,4,51,18,93,56,1123,10,37,9,107,0,8,0,0,0,0,0,0,222.39,82.6354,5000
5531.91,40471.6,1.71581e+06,21532.7,125182,2780.72,0,0,0,2,21,3,60,54,1047,10,40,9,108,1,1,0,0,0,0,0,0,232.273,448.606,5000
10872.5,1.50727e+06,19323.2,101713,38755.3,2981.1,0,0,0,0,55,58,924,9,35,11,84,18,63,2,7,0,0,0,0,0,0,147.289,99.3315,5000
1763.44,46306.2,142003,19680.6,1.68027e+06,3591.32,0,0,0,1,4,15,81,7,107,13,35,50,1050,0,18,0,0,0,0,0,0,42.793,428.503,5000
2093.05,47666.1,1.37383e+06,64742.1,127734,1283.66,0,0,0,1,9,8,86,60,1281,41,123,11,161,0,6,0,0,0,0,0,0,255.574,367.472,5000
729.377,1.45437e+06,28317.1,187305,72365.1,1189.18,0,0,0,0,3,68,1200,11,46,15,152,39,134,2,2,0,0,0,0,0,0,117.652,459.839,5000
1350.58,47213.5,1.41093e+06,68098,130217,1540.23,0,0,0,2,3,11,87,62,1288,39,137,19,153,0,4,0,0,0,0,0,0,255.891,147.059,5000
265.691,76445.6,147777,71935.6,150271,0,0,0,0,0,1,31,217,21,182,16,97,46,503,0,0,0,0,0,0,0,0,84.4718,415.043,5000
14803.7,84828.8,1.48484e+06,18908.4,192508,4435.03,0,0,0,1,63,33,143,68,1175,6,36,6,148,2,8,0,0,0,0,0,0,213.034,439.123,5000
2976.23,1.68928e+06,17699.7,135802,46321.1,2044.87,0,0,0,0,14,56,1035,10,27,5,101,16,67,0,3,0,0,0,0,0,0,136.9,499.374,5000
2136.51,140113,21159.3,1.74294e+06,35263.2,5865.16,0,0,0,2,3,5,111,20,36,58,1037,9,54,5,17,0,0,0,0,0,0,305.558,243.244,5000
1.48511e+06,263545,61281.1,10986.8,37450.5,6737.31,0,0,0,61,1250,24,267,20,95,0,16,5,38,0,8,0,0,0,0,0,0,178.769,80.0381,5000
510.268,1.24578e+06,27645,232733,92929.9,1680,0,0,0,0,2,46,1303,6,46,9,171,58,176,2,2,0,0,0,0,0,0,109.879,370.003,5000
1.70261e+06,224208,16234.7,5419.22,8810.85,291.284,0,0,0,52,1110,31,160,5,19,1,8,1,13,0,1,0,0,0,0,0,0,162.474,287.855,5000
725.052,81717,190166,63651.8,252629,497.369,0,0,0,0,3,39,223,21,233,19,95,46,804,0,3,0,0,0,0,0,0,82.8449,471.234,5000
1013.88,35671.3,112003,19120.4,1.53788e+06,4302.58,0,0,0,0,2,13,56,8,86,18,29,49,981,0,20,0,0,0,0,0,0,39.5081,498.721,5000
2722.02,90897.8,220072,26973,1.38873e+06,1228.52,0,0,0,3,5,46,174,15,159,11,41,62,1328,0,5,0,0,0,0,0,0,67.076,108.084,5000
18751.6,60103.4,1.65232e+06,16660.9,173976,1906.41,0,0,0,3,75,30,111,51,1174,3,35,5,127,0,4,0,0,0,0,0,0,217.888,99.6548,5000
15772.5,105154,23120.6,101924,429076,906232,0,0,0,2,14,5,92,5,31,25,161,25,472,62,1217,0,0,0,0,0,0,356.625,154.212,5000
1.6351e+06,225344,44225,7946.36,29614.4,3476.09,0,0,0,54,1174,18,224,19,71,3,12,5,35,1,3,0,0,0,0,0,0,175.765,193.541,5000
1.62289e+06,259505,16311.6,8071.81,11426.7,113.551,0,0,0,56,1146,18,208,5,28,0,11,4,12,0,1,0,0,0,0,0,0,158.865,233.931,5000
20996.7,261233,18778.1,1.34946e+06,105123,16811.6,0,0,0,3,31,13,187,6,28,63,1346,42,197,0,80,0,0,0,0,0,0,331.411,75.1985,5000
15098.3,66652.7,1.59244e+06,16153.9,168599,5532.62,0,0,0,1,62,27,122,49,1233,7,36,10,140,2,8,0,0,0,0,0,0,216.877,247.823,5000
2253.4,120064,33229.5,1.67609e+06,37353.7,3630.89,0,0,0,1,3,10,104,23,60,53,1079,14,59,1,12,0,0,0,0,0,0,297.741,382.043,5000
103358,1.21255e+06,15050.9,67267.4,37205.2,3767.4,0,0,0,30,344,45,743,7,35,3,72,12,51,2,4,0,0,0,0,0,0,149.299,43.4265,5000
267.164,104527,208516,42688.1,886125,691.531,0,0,0,0,1,56,237,14,198,12,70,61,1212,0,1,0,0,0,0,0,0,78.9067,129.613,5000
691.776,85676.6,70458.4,636553,77743.1,2248.08,0,0,0,0,1,24,138,36,173,56,997,26,130,3,4,0,0,0,0,0,0,274.773,406.714,5000
961.507,102872,212535,37518.7,1.16105e+06,1166.51,0,0,0,1,2,55,209,14,193,11,68,65,1344,0,3,0,0,0,0,0,0,74.247,113.737,5000
481.721,24219.3,6484.75,37749.5,206621,1.67256e+06,0,0,0,0,2,4,25,1,10,14,54,16,200,51,1121,0,0,0,0,0,0,5.69408,155.466,5000
10548.8,44095.7,10051.6,49286.6,268407,1.4559e+06,0,0,0,0,5,4,45,4,13,10,101,15,282,56,1196,0,0,0,0,0,0,0.708092,228.538,5000
13907.2,51902.4,1.62285e+06,18438.9,163067,3405.12,0,0,0,2,57,28,90,56,1112,11,25,14,102,2,5,0,0,0,0,0,0,219.729,375.564,5000
4589.37,1.68773e+06,15689.4,155500,57685.4,872.298,0,0,0,0,22,53,1124,10,28,5,108,26,99,1,2,0,0,0,0,0,0,130.735,211.17,5000
16742.7,96239.4,1.36263e+06,15656.1,231651,12963.8,0,0,0,0,77,42,152,66,1340,6,21,12,168,2,23,0,0,0,0,0,0,209.153,196.08,5000
1936.22,1.42069e+06,22683.1,174973,75467.5,1151.35,0,0,0,0,8,60,1255,6,40,16,142,39,140,0,3,0,0,0,0,0,0,115.427,444.949,5000
9240.17,221418,23373.3,1.47383e+06,84367.2,15288.3,0,0,0,2,6,8,140,7,33,76,1294,35,136,1,66,0,0,0,0,0,0,328.639,81.6512,5000
1457.59,41912.1,92960.9,15961.3,1.45994e+06,14801.2,0,0,0,2,3,12,71,8,96,10,33,42,912,1,70,0,0,0,0,0,0,33.6732,209.413,5000
14812.4,99646.9,1.37046e+06,18273.3,246432,13268.3,0,0,0,1,71,32,165,66,1324,7,41,11,179,2,15,0,0,0,0,0,0,208.907,87.9681,5000
1.52006e+06,247918,46791.3,6967.63,33028.7,6295.38,0,0,0,58,1255,19,250,13,68,1,15,4,33,0,4,0,0,0,0,0,0,178.487,130.829,5000
6241.36,192384,19582.3,1.57108e+06,76183.5,14711.2,0,0,0,1,6,14,134,9,37,57,1273,39,119,1,66,0,0,0,0,0,0,324.706,115.711,5000
1088.61,710578,48210.5,204528,96247.3,1308.27,0,0,0,0,5,61,1167,6,78,18,253,56,246,1,6,0,0,0,0,0,0,99.3157,61.1603,5000
1622.04,104819,73449.9,1.21425e+06,59755.2,2372.49,0,0,0,3,2,15,158,34,175,74,1276,21,92,3,3,0,0,0,0,0,0,279.919,74.3754,5000
0,11435.5,6106.71,21996.6,201035,1.72791e+06,0,0,0,0,0,1,16,0,10,8,34,20,172,73,1086,0,0,0,0,0,0,14.0403,241.083,5000
12477.5,220639,22318.8,1.37384e+06,106371,14826.6,0,0,0,0,28,14,187,10,41,50,1305,56,191,0,69,0,0,0,0,0,0,330.784,211.27,5000
1203.8,15909.8,16772.2,12942.3,442964,1.22979e+06,0,0,0,1,5,3,22,0,27,4,15,27,297,56,1324,0,0,0,0,0,0,26.2996,498.591,5000
1382.23,53192.4,141483,22228.5,1.70873e+06,3635.4,0,0,0,0,4,18,87,9,97,11,42,52,1091,0,15,0,0,0,0,0,0,45.9031,264.116,5000
2250.79,88088.5,86960.6,900288,62082.6,880.991,0,0,0,2,5,26,121,39,236,56,1198,11,117,1,2,0,0,0,0,0,0,276.447,334.11,5000
14067.2,1.49279e+06,19979,97045.8,32671.5,629.801,0,0,0,0,68,56,918,13,29,5,98,13,47,0,2,0,0,0,0,0,0,147.571,176.769,5000
1.49145e+06,253092,59718.4,8508.2,41406.1,6685.87,0,0,0,65,1265,18,260,24,75,1,19,5,39,0,5,0,0,0,0,0,0,178.507,125.648,5000
475.502,98237.4,194768,57302.3,567763,785.311,0,0,0,0,2,42,251,22,256,18,89,67,1073,0,3,0,0,0,0,0,0,81.6886,223.935,5000
3637.9,162382,15458.6,1.67537e+06,75193.3,15334.5,0,0,0,1,7,6,98,4,38,46,1203,35,106,1,63,0,0,0,0,0,0,321.384,45.6628,5000
39894.2,385506,20576.4,805947,137258,8153.71,0,0,0,1,47,15,264,6,44,68,1187,49,255,0,41,0,0,0,0,0,0,338.005,421.219,5000
1711.28,54607.7,1.33751e+06,69651.7,122757,1102.66,0,0,0,2,4,17,76,60,1285,38,156,19,142,0,3,0,0,0,0,0,0,257.507,482.041,5000
