#class tools::wcsv::ntuple
#title Aggregated per-config readout
#separator 44
#vector_separator 59
#column double e0_keV
#column double e1_keV
#column double e2_keV
#column double e3_keV
#column double e4_keV
#column double e5_keV
#column double e6_keV
#column double e7_keV
#column double e8_keV
#column double c0_b0
#column double c0_b1
#column double c1_b0
#column double c1_b1
#column double c2_b0
#column double c2_b1
#column double c3_b0
#column double c3_b1
#column double c4_b0
#column double c4_b1
#column double c5_b0
#column double c5_b1
#column double c6_b0
#column double c6_b1
#column double c7_b0
#column double c7_b1
#column double c8_b0
#column double c8_b1
#column double angle_deg
#column double dist_cm
#column int nEvents
15442.7,1.45714e+06,25350.8,1079.57,4949.88,0,0,0,0,3,65,47,885,7,29,1,1,2,17,0,0,0,0,0,0,0,0,222.39,82.6354,5000
788.139,1.57995e+06,76194.8,1458.81,7050.98,0,0,0,0,0,4,61,1226,24,128,3,0,0,42,0,0,0,0,0,0,0,0,124.98,39.4586,5000
1.72897e+06,207708,17515,3045.23,17574.7,0,0,0,0,67,1096,13,181,3,22,0,2,7,57,0,0,0,0,0,0,0,0,184.155,179.884,5000
11999.1,196119,37103.3,2359.53,1.69086e+06,0,0,0,0,5,31,8,173,1,43,0,4,46,1010,0,0,0,0,0,0,0,0,142.594,435.528,5000
128045,507089,91602.9,7066.81,132942,0,0,0,0,58,296,20,403,4,80,1,9,46,464,0,0,0,0,0,0,0,0,165.74,30.981,5000
42616,326915,1.11158e+06,5743.63,31383.1,0,0,0,0,8,45,12,227,60,1192,0,28,3,38,0,0,0,0,0,0,0,0,12.39,189.441,5000
2167.26,1.57341e+06,47991.7,216.151,5956.48,0,0,0,0,1,8,50,1254,32,102,0,1,0,29,0,0,0,0,0,0,0,0,108.639,88.3741,5000
3374.68,1.09187e+06,38886.1,0,13243.1,0,0,0,0,3,8,47,856,15,126,0,0,1,21,0,0,0,0,0,0,0,0,294.279,97.0896,5000
18729.2,189464,36872.9,4366.63,1.71803e+06,0,0,0,0,12,39,14,167,3,40,1,4,55,1102,0,0,0,0,0,0,0,0,146.201,262.445,5000
1.71814e+06,202782,17696.7,2359.58,16897.9,0,0,0,0,42,1084,13,163,1,18,1,2,13,52,0,0,0,0,0,0,0,0,184.516,367.361,5000
16895.1,1.72125e+06,10721.2,0,2202.99,0,0,0,0,8,40,53,1066,0,47,0,0,0,10,0,0,0,0,0,0,0,0,55.2806,351.491,5000
2112.9,1.59438e+06,41939.9,1167.98,4887.15,0,0,0,0,1,8,64,1181,22,101,0,4,0,28,0,0,0,0,0,0,0,0,103.127,209.355,5000
4625.11,1.73016e+06,28583.6,1906.17,2541.28,0,0,0,0,0,19,64,1004,9,41,3,2,1,11,0,0,0,0,0,0,0,0,225.559,302.028,5000
4976.74,1.56004e+06,22040.8,0,12346.5,0,0,0,0,3,16,49,1130,7,82,0,0,3,17,0,0,0,0,0,0,0,0,281.203,340.543,5000
6788.19,1.752e+06,24219.2,256.369,5002.41,0,0,0,0,2,25,71,1068,14,41,0,1,5,13,0,0,0,0,0,0,0,0,241.632,154.492,5000
1.34301e+06,323013,49649,6340.3,48747.1,0,0,0,0,60,1256,20,281,5,45,0,6,21,160,0,0,0,0,0,0,0,0,173.575,478.164,5000
1.41895e+06,310760,36204.8,3011.63,38707.7,0,0,0,0,48,1242,15,260,2,36,0,6,21,109,0,0,0,0,0,0,0,0,175.135,466.671,5000
57561.4,519214,986403,1636.29,28573,0,0,0,0,4,47,23,365,80,1310,0,7,7,42,0,0,0,0,0,0,0,0,15.604,366.801,5000
3329.11,187901,1.40413e+06,7597.84,21896.6,0,0,0,0,0,3,21,167,57,972,0,39,1,25,0,0,0,0,0,0,0,0,333.437,390.329,5000
64807.1,505631,1.05175e+06,544.877,28986.7,0,0,0,0,10,51,28,403,65,1338,0,4,5,46,0,0,0,0,0,0,0,0,14.864,304.069,5000
1.67256e+06,237038,19973.5,2706.29,17985.7,0,0,0,0,40,1113,14,166,1,10,0,1,5,63,0,0,0,0,0,0,0,0,181.797,328.357,5000
7912.45,470139,1.04038e+06,105.782,75036.2,0,0,0,0,5,14,55,443,69,1315,0,1,5,70,0,0,0,0,0,0,0,0,316.864,428.598,5000
127268,1.09095e+06,124109,155.139,22533.5,0,0,0,0,10,136,42,716,38,399,0,1,12,27,0,0,0,0,0,0,0,0,20.8748,197.707,5000
